unique_id,ds,cutoff,NHITS,NLinear,TiDE,TimeMixer,y
10_BEVERAGES,2017-06-29,2017-06-28,6.7961135,6.856437,6.8607354,6.7862577,6.511745329644728
10_BEVERAGES,2017-06-30,2017-06-28,6.884749,6.9208136,6.9009504,6.9031816,7.175489713624222
10_BEVERAGES,2017-07-01,2017-06-28,7.285876,7.2005525,7.200503,7.211816,7.53689712956617
10_BEVERAGES,2017-07-02,2017-06-28,7.291577,7.158268,7.1727877,7.1695037,7.2682230211595655
10_BEVERAGES,2017-07-03,2017-06-28,7.053748,6.9397616,6.93769,6.985751,7.234177179749849
10_BEVERAGES,2017-07-04,2017-06-28,7.0527196,6.9400935,6.962889,6.9970207,6.974478911025045
10_BEVERAGES,2017-07-05,2017-06-28,7.0307226,6.9106355,6.896293,6.899809,7.0707241072602764
10_BEVERAGES,2017-07-06,2017-06-28,6.9401946,6.8725643,6.873294,6.856848,6.863803391452954
10_BEVERAGES,2017-07-07,2017-06-28,6.992849,6.897891,6.9150605,6.975047,6.946013991099227
10_BEVERAGES,2017-07-08,2017-06-28,7.310658,7.2040834,7.1993594,7.2385683,7.496097345175956
10_BEVERAGES,2017-07-09,2017-06-28,7.2905674,7.1747355,7.1803327,7.196437,7.226209010100671
10_BEVERAGES,2017-07-10,2017-06-28,7.0040617,6.927196,6.933019,6.922589,7.243512974665482
10_BEVERAGES,2017-07-11,2017-06-28,6.926733,6.9444213,6.941281,6.960845,7.074963197966044
10_BEVERAGES,2017-07-12,2017-06-28,6.8849344,6.9153657,6.9018264,6.9491854,7.180069874302796
10_BEVERAGES,2017-07-13,2017-06-28,6.851825,6.881194,6.87382,6.862381,7.111512116496157
10_BEVERAGES,2017-07-14,2017-06-28,6.931531,6.9230795,6.918128,6.9622188,7.01301578963963
10_BEVERAGES,2017-07-15,2017-07-14,7.443189,7.358316,7.3703127,7.2942348,7.310550158534422
10_BEVERAGES,2017-07-16,2017-07-14,7.3159156,7.2567964,7.260027,7.138323,7.430114138561801
10_BEVERAGES,2017-07-17,2017-07-14,7.166501,7.15226,7.143251,7.0263605,7.1808311990445555
10_BEVERAGES,2017-07-18,2017-07-14,7.069289,7.0609155,7.0627112,6.9236317,7.102499355774649
10_BEVERAGES,2017-07-19,2017-07-14,7.014178,7.0314975,7.041228,6.863889,6.86484777797086
10_BEVERAGES,2017-07-20,2017-07-14,6.965869,6.984833,6.958807,6.820749,7.195937226475569
10_BEVERAGES,2017-07-21,2017-07-14,7.0378437,7.0565233,7.0582814,6.937115,7.014814351275545
10_BEVERAGES,2017-07-22,2017-07-14,7.384168,7.3559585,7.3515143,7.2668576,7.145196134997171
10_BEVERAGES,2017-07-23,2017-07-14,7.252683,7.246344,7.241892,7.167959,7.145196134997171
10_BEVERAGES,2017-07-24,2017-07-14,7.1118526,7.10334,7.099548,7.0216002,7.160069207596127
10_BEVERAGES,2017-07-25,2017-07-14,7.005819,7.0422792,7.0319715,6.929344,7.171656822768514
10_BEVERAGES,2017-07-26,2017-07-14,6.9659038,7.015498,7.024421,6.935536,6.687108607866515
10_BEVERAGES,2017-07-27,2017-07-14,6.965214,6.939568,6.9610114,6.8853235,6.866933284461882
