unique_id,ds,cutoff,NHITS,NLinear,TiDE,TimeMixer,y
10_BEVERAGES,2017-06-29,2017-06-28,6.7990036,6.8563943,6.8553185,6.7947664,6.511745329644728
10_BEVERAGES,2017-06-30,2017-06-28,6.888116,6.930301,6.8884974,6.9165597,7.175489713624222
10_BEVERAGES,2017-07-01,2017-06-28,7.2981324,7.1980186,7.199967,7.204145,7.53689712956617
10_BEVERAGES,2017-07-02,2017-06-28,7.2906904,7.15485,7.1799226,7.16545,7.2682230211595655
10_BEVERAGES,2017-07-03,2017-06-28,7.0476384,6.9615865,6.949491,6.9931064,7.234177179749849
10_BEVERAGES,2017-07-04,2017-06-28,7.0499907,6.941861,6.9720798,7.0078325,6.974478911025045
10_BEVERAGES,2017-07-05,2017-06-28,7.0297194,6.914606,6.886685,6.8903646,7.0707241072602764
10_BEVERAGES,2017-07-06,2017-06-28,6.9439077,6.8757463,6.872818,6.864736,6.863803391452954
10_BEVERAGES,2017-07-07,2017-06-28,7.0063725,6.9004555,6.9189644,7.0001926,6.946013991099227
10_BEVERAGES,2017-07-08,2017-06-28,7.35245,7.204509,7.198723,7.2407823,7.496097345175956
10_BEVERAGES,2017-07-09,2017-06-28,7.3094354,7.1700234,7.18195,7.2105865,7.226209010100671
10_BEVERAGES,2017-07-10,2017-06-28,7.018854,6.9443383,6.9437933,6.9393916,7.243512974665482
10_BEVERAGES,2017-07-11,2017-06-28,6.9411693,6.95114,6.9427986,6.9728746,7.074963197966044
10_BEVERAGES,2017-07-12,2017-06-28,6.8914204,6.917402,6.899118,6.9554286,7.180069874302796
10_BEVERAGES,2017-07-13,2017-06-28,6.842565,6.884048,6.8694034,6.8639197,7.111512116496157
10_BEVERAGES,2017-07-14,2017-06-28,6.9327292,6.9229565,6.913767,6.98647,7.01301578963963
10_BEVERAGES,2017-07-15,2017-07-14,7.4568477,7.343234,7.3732004,7.2841287,7.310550158534422
10_BEVERAGES,2017-07-16,2017-07-14,7.3204966,7.257259,7.272071,7.1415825,7.430114138561801
10_BEVERAGES,2017-07-17,2017-07-14,7.1725216,7.1524525,7.141626,7.0066247,7.1808311990445555
10_BEVERAGES,2017-07-18,2017-07-14,7.078266,7.0680866,7.067049,6.9294534,7.102499355774649
10_BEVERAGES,2017-07-19,2017-07-14,7.01397,7.017753,7.031213,6.8560543,6.86484777797086
10_BEVERAGES,2017-07-20,2017-07-14,6.9459934,6.982538,6.9411182,6.8116717,7.195937226475569
10_BEVERAGES,2017-07-21,2017-07-14,7.0425205,7.0617213,7.065346,6.961394,7.014814351275545
10_BEVERAGES,2017-07-22,2017-07-14,7.396488,7.352998,7.349881,7.2536964,7.145196134997171
10_BEVERAGES,2017-07-23,2017-07-14,7.2557654,7.250443,7.251156,7.1610794,7.145196134997171
10_BEVERAGES,2017-07-24,2017-07-14,7.1214523,7.098953,7.0994573,7.004515,7.160069207596127
10_BEVERAGES,2017-07-25,2017-07-14,7.019837,7.0498996,7.0330443,6.9226866,7.171656822768514
10_BEVERAGES,2017-07-26,2017-07-14,6.972417,7.002332,7.020568,6.9143486,6.687108607866515
10_BEVERAGES,2017-07-27,2017-07-14,6.959272,6.925353,6.9581165,6.8750296,6.866933284461882
10_BEVERAGES,2017-07-28,2017-07-14,7.077195,7.060413,7.0704,6.9591584,7.387090235656757
10_BEVERAGES,2017-07-29,2017-07-14,7.4401994,7.332983,7.3237777,7.283894,7.443663683115591
10_BEVERAGES,2017-07-30,2017-07-14,7.316812,7.251205,7.246947,7.193343,7.356918242356021
10_BEVERAGES,2017-07-31,2017-07-30,7.2041764,7.2334123,7.2281103,7.2021904,7.166265974133638
10_BEVERAGES,2017-08-01,2017-07-30,7.1146145,7.0946555,7.1100082,7.110785,7.519692404116539
10_BEVERAGES,2017-08-02,2017-07-30,7.053864,6.933739,6.984076,7.082349,7.1316985104669115
10_BEVERAGES,2017-08-03,2017-07-30,6.9833007,7.000859,7.0017014,7.0361977,7.358830898342354
10_BEVERAGES,2017-08-04,2017-07-30,7.1339345,7.1246924,7.143579,7.151175,7.413970290190444
10_BEVERAGES,2017-08-05,2017-07-30,7.344062,7.3225684,7.3263454,7.3567586,7.506591780070841
10_BEVERAGES,2017-08-06,2017-07-30,7.2681375,7.2853847,7.2719574,7.2670984,7.421775793644647
10_BEVERAGES,2017-08-07,2017-07-30,7.1373353,7.1882467,7.2026997,7.166106,7.2399325913204695
10_BEVERAGES,2017-08-08,2017-07-30,7.060529,7.0684447,7.093322,7.0958805,7.3727463664043285
10_BEVERAGES,2017-08-09,2017-07-30,7.0308943,6.955565,6.992587,7.0392966,7.080867896690782
10_BEVERAGES,2017-08-10,2017-07-30,6.9967594,6.9851007,7.000017,7.005317,7.424761761823209
10_BEVERAGES,2017-08-11,2017-07-30,7.1565294,7.1798563,7.161026,7.1589956,7.286191714702382
10_BEVERAGES,2017-08-12,2017-07-30,7.368005,7.316773,7.3428135,7.3828816,7.195187320178709
10_BEVERAGES,2017-08-13,2017-07-30,7.2989907,7.292847,7.299054,7.328251,7.3310603052186325
10_BEVERAGES,2017-08-14,2017-07-30,7.18194,7.21783,7.221665,7.1995535,7.029972911706386
10_BEVERAGES,2017-08-15,2017-07-30,7.105216,7.1039577,7.107166,7.1368766,7.3833681469923835
10_GROCERY I,2017-06-29,2017-06-28,7.622432,7.6227727,7.629975,7.6481166,7.569411792450712
10_GROCERY I,2017-06-30,2017-06-28,7.7077694,7.703928,7.6657224,7.786077,7.813591552952433
10_GROCERY I,2017-07-01,2017-06-28,8.054366,7.9336786,7.935398,7.9637933,8.282483003730562
10_GROCERY I,2017-07-02,2017-06-28,8.022611,7.85431,7.8939385,7.9746056,8.238536930171769
10_GROCERY I,2017-07-03,2017-06-28,7.8812366,7.7849374,7.770926,7.852325,8.1886891244442
10_GROCERY I,2017-07-04,2017-06-28,7.8446994,7.736974,7.743044,7.864888,7.952615111650999
10_GROCERY I,2017-07-05,2017-06-28,7.8011994,7.6844416,7.6978793,7.744241,7.806696372521179
10_GROCERY I,2017-07-06,2017-06-28,7.702441,7.6793,7.6644597,7.789495,7.8434564043761155
10_GROCERY I,2017-07-07,2017-06-28,7.7313237,7.7199287,7.711878,7.8664346,7.703007682479236
10_GROCERY I,2017-07-08,2017-06-28,8.011243,7.941491,7.9318266,7.9815407,7.992944547318106
10_GROCERY I,2017-07-09,2017-06-28,7.9659863,7.8821945,7.8879104,7.9804783,7.893198869544609
10_GROCERY I,2017-07-10,2017-06-28,7.805717,7.777256,7.7742715,7.8132243,7.759187438507795
10_GROCERY I,2017-07-11,2017-06-28,7.7352805,7.7655897,7.7465267,7.8246818,7.835183755266748
10_GROCERY I,2017-07-12,2017-06-28,7.701297,7.6987877,7.6961317,7.7951775,7.667158255319148
10_GROCERY I,2017-07-13,2017-06-28,7.6320133,7.680657,7.6717277,7.68904,7.621195162809845
10_GROCERY I,2017-07-14,2017-06-28,7.6819735,7.722267,7.7150683,7.797962,7.256297239690681
10_GROCERY I,2017-07-15,2017-07-14,7.876302,7.8232956,7.8418865,7.868245,7.829630389150193
10_GROCERY I,2017-07-16,2017-07-14,7.8691316,7.873802,7.8891344,7.868232,7.982074875081202
10_GROCERY I,2017-07-17,2017-07-14,7.7808924,7.8183217,7.822345,7.772469,7.801800401908972
10_GROCERY I,2017-07-18,2017-07-14,7.7405353,7.7663326,7.765337,7.763735,7.695757990554761
10_GROCERY I,2017-07-19,2017-07-14,7.6025896,7.6724653,7.6764736,7.650886,7.640603826393634
10_GROCERY I,2017-07-20,2017-07-14,7.634486,7.666692,7.6307864,7.596961,7.635786861395585
