unique_id,ds,cutoff,FEDformer,Autoformer,PatchTST,iTransformer,Informer,VanillaTransformer,y
10_BEVERAGES,2017-06-29,2017-06-28,,6.919585,6.872834,6.850407,6.892446,6.854101,6.511745329644728
10_BEVERAGES,2017-06-30,2017-06-28,,6.938128,6.9590087,6.782937,6.911747,6.9682837,7.175489713624222
10_BEVERAGES,2017-07-01,2017-06-28,,7.2239437,7.311419,7.2680216,7.2083116,7.2846503,7.53689712956617
10_BEVERAGES,2017-07-02,2017-06-28,,7.318877,7.2785563,7.1214294,7.1336007,7.313005,7.2682230211595655
10_BEVERAGES,2017-07-03,2017-06-28,,7.127358,7.042501,6.9971333,6.997167,7.118259,7.234177179749849
10_BEVERAGES,2017-07-04,2017-06-28,,7.040813,7.06274,6.970909,6.9934335,6.9947176,6.974478911025045
10_BEVERAGES,2017-07-05,2017-06-28,,6.949013,7.0325108,6.860026,6.992104,6.9251084,7.0707241072602764
10_BEVERAGES,2017-07-06,2017-06-28,,6.8700542,6.960112,6.808636,6.9913006,6.9038615,6.863803391452954
10_BEVERAGES,2017-07-07,2017-06-28,,6.934613,6.999395,6.795004,6.9766593,7.009845,6.946013991099227
10_BEVERAGES,2017-07-08,2017-06-28,,7.3104625,7.33476,7.078986,7.172108,7.313416,7.496097345175956
10_BEVERAGES,2017-07-09,2017-06-28,,7.39174,7.26949,6.965964,7.1133003,7.3300853,7.226209010100671
10_BEVERAGES,2017-07-10,2017-06-28,,7.051968,6.9921093,6.7638464,7.007427,7.0893683,7.243512974665481
10_BEVERAGES,2017-07-11,2017-06-28,,6.977643,6.9813952,6.772257,7.0117087,6.980967,7.074963197966043
10_BEVERAGES,2017-07-12,2017-06-28,,6.9781923,6.925774,6.769012,7.0102015,6.923449,7.180069874302796
10_BEVERAGES,2017-07-13,2017-06-28,,6.925318,6.8838305,6.758575,6.938839,6.903153,7.111512116496156
10_BEVERAGES,2017-07-14,2017-06-28,,6.973212,6.940288,6.827346,6.9529686,7.0069265,7.0130157896396295
