unique_id,ds,cutoff,FEDformer,Autoformer,PatchTST,iTransformer,Informer,VanillaTransformer,y
10_BEVERAGES,2017-06-29,2017-06-28,,6.8933377,6.84448,6.73383,6.873266,6.8412027,6.511745329644728
10_BEVERAGES,2017-06-30,2017-06-28,,6.9082584,6.9413857,6.9333076,6.8709292,6.949526,7.175489713624222
10_BEVERAGES,2017-07-01,2017-06-28,,7.2758346,7.2175493,7.2535214,7.2386794,7.2393456,7.53689712956617
10_BEVERAGES,2017-07-02,2017-06-28,,7.4295344,7.2048516,7.2599196,7.1915836,7.239402,7.2682230211595655
10_BEVERAGES,2017-07-03,2017-06-28,,7.0897965,6.961235,7.049264,6.988656,7.025831,7.234177179749849
10_BEVERAGES,2017-07-04,2017-06-28,,6.9907355,6.9535613,6.9179626,6.969657,6.9270926,6.974478911025045
10_BEVERAGES,2017-07-05,2017-06-28,,6.931757,6.9396667,6.9450455,6.975938,6.895767,7.0707241072602764
10_BEVERAGES,2017-07-06,2017-06-28,,6.8752093,6.896846,6.8595066,6.9804835,6.8807287,6.863803391452954
10_BEVERAGES,2017-07-07,2017-06-28,,6.894609,6.972095,6.9468665,6.980672,6.9706635,6.946013991099227
10_BEVERAGES,2017-07-08,2017-06-28,,7.3413672,7.22411,7.2765894,7.2203307,7.2899475,7.496097345175956
10_BEVERAGES,2017-07-09,2017-06-28,,7.4921403,7.196547,7.1948767,7.2262626,7.2860527,7.226209010100671
10_BEVERAGES,2017-07-10,2017-06-28,,7.038856,6.963665,6.8972173,7.034393,7.034949,7.243512974665481
10_BEVERAGES,2017-07-11,2017-06-28,,6.9367275,6.9590483,6.8916078,7.018183,6.9395127,7.074963197966043
10_BEVERAGES,2017-07-12,2017-06-28,,6.9537935,6.9007144,6.8594313,6.860724,6.903177,7.180069874302796
10_BEVERAGES,2017-07-13,2017-06-28,,6.951966,6.8795533,6.8678503,7.0032296,6.8784814,7.111512116496156
10_BEVERAGES,2017-07-14,2017-06-28,,6.9609847,6.9604053,6.9384933,6.9866557,6.945853,7.0130157896396295
10_BEVERAGES,2017-07-15,2017-07-14,,7.16575,7.358471,7.386788,7.3229866,7.360814,7.310550158534422
10_BEVERAGES,2017-07-16,2017-07-14,,7.0898046,7.2532597,7.2586503,7.251953,7.2537565,7.430114138561801
10_BEVERAGES,2017-07-17,2017-07-14,,6.9799223,7.060669,7.0299125,7.0750604,7.1079636,7.1808311990445555
10_BEVERAGES,2017-07-18,2017-07-14,,6.9986014,7.005653,7.025873,7.0505185,7.0264044,7.102499355774649
10_BEVERAGES,2017-07-19,2017-07-14,,6.9321656,6.9911885,6.8786936,7.1700974,6.9843965,6.86484777797086
10_BEVERAGES,2017-07-20,2017-07-14,,6.9071636,6.924094,6.8457394,7.040493,6.9725246,7.195937226475569
10_BEVERAGES,2017-07-21,2017-07-14,,7.1312966,7.0257897,7.0075536,7.2118526,7.136583,7.014814351275545
10_BEVERAGES,2017-07-22,2017-07-14,,7.3439684,7.3373547,7.3538713,7.2541146,7.4167166,7.145196134997171
10_BEVERAGES,2017-07-23,2017-07-14,,7.1416664,7.218186,7.2648244,7.339374,7.272578,7.145196134997171
10_BEVERAGES,2017-07-24,2017-07-14,,7.007773,7.0201297,6.9949894,7.1848326,7.0951815,7.160069207596126
10_BEVERAGES,2017-07-25,2017-07-14,,6.9802494,6.977948,6.892869,7.106376,7.016599,7.171656822768514
10_BEVERAGES,2017-07-26,2017-07-14,,6.9685626,6.959022,6.9196925,7.154822,6.9742618,6.687108607866514
10_BEVERAGES,2017-07-27,2017-07-14,,6.9615793,6.894286,6.7979236,6.9768934,6.9654536,6.866933284461882
10_BEVERAGES,2017-07-28,2017-07-14,,7.091588,7.0289655,6.9162016,7.0626907,7.0888925,7.387090235656757
10_BEVERAGES,2017-07-29,2017-07-14,,7.185029,7.3422413,7.2900295,7.1429358,7.3765917,7.443663683115591
10_BEVERAGES,2017-07-30,2017-07-14,,7.0871363,7.247679,7.240639,7.2267885,7.176958,7.356918242356021
10_BEVERAGES,2017-07-31,2017-07-30,,7.211249,7.202356,7.179607,7.2242785,7.1928864,7.166265974133638
10_BEVERAGES,2017-08-01,2017-07-30,,7.139233,7.130524,7.1577964,7.1173053,7.0608134,7.5196924041165385
10_BEVERAGES,2017-08-02,2017-07-30,,7.0756006,7.0685573,7.084332,7.126849,7.0427647,7.131698510466911
10_BEVERAGES,2017-08-03,2017-07-30,,7.0649443,7.03331,7.080271,7.116644,7.033909,7.358830898342354
10_BEVERAGES,2017-08-04,2017-07-30,,7.0977955,7.1501303,7.1429205,7.146234,7.1278396,7.413970290190444
10_BEVERAGES,2017-08-05,2017-07-30,,7.1956944,7.3578734,7.3330474,7.246764,7.3723664,7.506591780070841
10_BEVERAGES,2017-08-06,2017-07-30,,7.2547135,7.313873,7.2600646,7.193505,7.347143,7.421775793644647
10_BEVERAGES,2017-08-07,2017-07-30,,7.203426,7.168933,7.1199927,7.202723,7.166768,7.239932591320469
10_BEVERAGES,2017-08-08,2017-07-30,,7.122757,7.115692,7.1214366,7.18458,7.0535216,7.3727463664043285
10_BEVERAGES,2017-08-09,2017-07-30,,7.0648293,7.0751576,7.0889606,7.016633,7.034481,7.080867896690782
10_BEVERAGES,2017-08-10,2017-07-30,,7.050547,7.057819,7.030587,7.0865107,7.028114,7.424761761823208
10_BEVERAGES,2017-08-11,2017-07-30,,7.1428666,7.167573,7.1389174,7.179019,7.137119,7.286191714702382
10_BEVERAGES,2017-08-12,2017-07-30,,7.2610993,7.36888,7.3945203,7.215131,7.397405,7.195187320178708
10_BEVERAGES,2017-08-13,2017-07-30,,7.2100515,7.3533964,7.3017616,7.214168,7.3673387,7.3310603052186325
10_BEVERAGES,2017-08-14,2017-07-30,,7.1684284,7.1956453,7.20797,7.2212477,7.1536965,7.029972911706386
10_BEVERAGES,2017-08-15,2017-07-30,,7.1218066,7.1273384,7.1333485,7.163339,7.0328765,7.383368146992383
10_GROCERY I,2017-06-29,2017-06-28,,7.6744814,7.5943007,7.6932817,7.610067,7.6924906,7.569411792450711
10_GROCERY I,2017-06-30,2017-06-28,,7.7675085,7.67206,7.8285823,7.674032,7.753098,7.813591552952433
10_GROCERY I,2017-07-01,2017-06-28,,8.0184555,7.9017596,8.105782,7.8018537,7.911328,8.282483003730562
10_GROCERY I,2017-07-02,2017-06-28,,7.993484,7.846899,8.009548,7.8817472,7.9326224,8.238536930171769
10_GROCERY I,2017-07-03,2017-06-28,,7.83107,7.7159767,7.9228535,7.6885324,7.8255424,8.1886891244442
10_GROCERY I,2017-07-04,2017-06-28,,7.751238,7.689094,7.8039446,7.729749,7.7537327,7.952615111650999
10_GROCERY I,2017-07-05,2017-06-28,,7.783868,7.637853,7.8306837,7.706153,7.7215524,7.806696372521179
10_GROCERY I,2017-07-06,2017-06-28,,7.7318673,7.630599,7.78422,7.6391034,7.71417,7.8434564043761155
10_GROCERY I,2017-07-07,2017-06-28,,7.7890873,7.6822543,7.865726,7.744766,7.7698846,7.703007682479236
10_GROCERY I,2017-07-08,2017-06-28,,8.150357,7.8836145,8.072357,7.827728,7.947797,7.992944547318106
10_GROCERY I,2017-07-09,2017-06-28,,8.158731,7.821594,8.012419,7.835018,7.969514,7.893198869544609
10_GROCERY I,2017-07-10,2017-06-28,,7.8690195,7.702123,7.771833,7.740201,7.8420873,7.759187438507795
