unique_id,ds,cutoff,NHITS,NLinear,TiDE,TimeMixer,y
10_BEVERAGES,2017-06-29,2017-06-28,6.8091063,6.8538985,6.8619847,6.7824483,6.511745329644728
10_BEVERAGES,2017-06-30,2017-06-28,6.9004636,6.9168754,6.909222,6.8937297,7.175489713624222
10_BEVERAGES,2017-07-01,2017-06-28,7.311178,7.1979866,7.200716,7.2178698,7.53689712956617
10_BEVERAGES,2017-07-02,2017-06-28,7.3182597,7.1574244,7.1676817,7.1730204,7.2682230211595655
10_BEVERAGES,2017-07-03,2017-06-28,7.0700173,6.934886,6.926951,6.9738884,7.234177179749849
10_BEVERAGES,2017-07-04,2017-06-28,7.0696993,6.939932,6.95145,6.9834633,6.974478911025045
10_BEVERAGES,2017-07-05,2017-06-28,7.0430584,6.9069166,6.9023423,6.904945,7.0707241072602764
10_BEVERAGES,2017-07-06,2017-06-28,6.950591,6.8695126,6.87122,6.8481693,6.863803391452954
10_BEVERAGES,2017-07-07,2017-06-28,7.0079365,6.8967376,6.9127345,6.9619436,6.946013991099227
10_BEVERAGES,2017-07-08,2017-06-28,7.3269696,7.20058,7.200597,7.2349043,7.496097345175956
10_BEVERAGES,2017-07-09,2017-06-28,7.3103604,7.173088,7.1799607,7.183078,7.226209010100671
10_BEVERAGES,2017-07-10,2017-06-28,7.008971,6.9207172,6.9217057,6.9118958,7.243512974665482
10_BEVERAGES,2017-07-11,2017-06-28,6.929363,6.939348,6.9374156,6.949784,7.074963197966044
10_BEVERAGES,2017-07-12,2017-06-28,6.8836284,6.9079056,6.905826,6.935738,7.180069874302796
10_BEVERAGES,2017-07-13,2017-06-28,6.8534393,6.877452,6.8763313,6.860918,7.111512116496157
10_BEVERAGES,2017-07-14,2017-06-28,6.9367986,6.9223747,6.920521,6.9453025,7.01301578963963
10_BEVERAGES,2017-07-15,2017-07-14,7.446989,7.3619604,7.3695726,7.356079,7.310550158534422
