unique_id,ds,cutoff,NHITS,NLinear,TiDE,TimeMixer,y
10_BEVERAGES,2017-06-29,2017-06-28,6.81937,6.9078755,6.85316,6.8122973,6.511745329644728
10_BEVERAGES,2017-06-30,2017-06-28,6.9027567,7.032115,6.9160776,6.9372864,7.175489713624222
10_BEVERAGES,2017-07-01,2017-06-28,7.2657943,7.14044,7.1630626,7.2016487,7.53689712956617
10_BEVERAGES,2017-07-02,2017-06-28,7.2585278,7.1424656,7.2363324,7.165181,7.2682230211595655
10_BEVERAGES,2017-07-03,2017-06-28,7.029864,7.0872393,7.0307484,6.9907384,7.234177179749849
10_BEVERAGES,2017-07-04,2017-06-28,7.0248976,6.9445386,7.0242424,7.0197616,6.974478911025045
10_BEVERAGES,2017-07-05,2017-06-28,7.010706,6.960692,6.896781,6.8798914,7.0707241072602764
10_BEVERAGES,2017-07-06,2017-06-28,6.940536,6.945733,6.904762,6.8765244,6.863803391452954
10_BEVERAGES,2017-07-07,2017-06-28,7.0051856,6.9827003,6.969604,7.0436006,6.946013991099227
10_BEVERAGES,2017-07-08,2017-06-28,7.3064647,7.1905603,7.1707397,7.2395086,7.496097345175956
10_BEVERAGES,2017-07-09,2017-06-28,7.277657,7.138948,7.1874905,7.2297287,7.226209010100671
10_BEVERAGES,2017-07-10,2017-06-28,7.015839,6.979004,7.009293,6.9564247,7.243512974665482
10_BEVERAGES,2017-07-11,2017-06-28,6.9487605,6.956664,6.940808,6.986725,7.074963197966044
10_BEVERAGES,2017-07-12,2017-06-28,6.9155784,6.9402614,6.8794703,6.9673977,7.180069874302796
10_BEVERAGES,2017-07-13,2017-06-28,6.8731136,6.937328,6.8488526,6.87501,7.111512116496157
10_BEVERAGES,2017-07-14,2017-06-28,6.956044,6.9449515,6.9265685,7.0254307,7.01301578963963
10_BEVERAGES,2017-07-15,2017-07-14,7.42849,7.23949,7.338114,7.271552,7.310550158534422
10_BEVERAGES,2017-07-16,2017-07-14,7.320381,7.2433147,7.2699327,7.136011,7.430114138561801
10_BEVERAGES,2017-07-17,2017-07-14,7.1321554,7.1749325,7.147514,6.9879622,7.1808311990445555
10_BEVERAGES,2017-07-18,2017-07-14,7.048594,7.0961175,7.079474,6.9422665,7.102499355774649
10_BEVERAGES,2017-07-19,2017-07-14,7.0195117,6.955502,6.98709,6.8537145,6.86484777797086
10_BEVERAGES,2017-07-20,2017-07-14,6.9519544,7.0053515,6.873269,6.8098364,7.195937226475569
10_BEVERAGES,2017-07-21,2017-07-14,7.044959,7.0453787,7.086913,6.99441,7.014814351275545
10_BEVERAGES,2017-07-22,2017-07-14,7.3840237,7.2786336,7.2800274,7.2238355,7.145196134997171
10_BEVERAGES,2017-07-23,2017-07-14,7.266911,7.2405863,7.270321,7.150651,7.145196134997171
10_BEVERAGES,2017-07-24,2017-07-14,7.0939775,7.067463,7.0994835,6.997079,7.160069207596127
10_BEVERAGES,2017-07-25,2017-07-14,7.0021577,7.073861,7.0103016,6.9066076,7.171656822768514
10_BEVERAGES,2017-07-26,2017-07-14,6.981286,6.9542384,7.0295653,6.884607,6.687108607866515
10_BEVERAGES,2017-07-27,2017-07-14,6.9600134,6.8980246,7.001106,6.8731484,6.866933284461882
10_BEVERAGES,2017-07-28,2017-07-14,7.0603123,7.02546,7.099647,6.9762635,7.387090235656757
10_BEVERAGES,2017-07-29,2017-07-14,7.4120626,7.272434,7.257108,7.2631607,7.443663683115591
10_BEVERAGES,2017-07-30,2017-07-14,7.3052692,7.251699,7.2205224,7.1957335,7.356918242356021
10_BEVERAGES,2017-07-31,2017-07-30,7.2090797,7.2450385,7.23193,7.184771,7.166265974133638
10_BEVERAGES,2017-08-01,2017-07-30,7.1252575,7.0773416,7.110959,7.1053553,7.519692404116539
10_BEVERAGES,2017-08-02,2017-07-30,7.074853,6.924583,7.0701756,7.0833282,7.1316985104669115
10_BEVERAGES,2017-08-03,2017-07-30,7.0160813,6.9411764,6.9591107,7.0239224,7.358830898342354
