unique_id,ds,cutoff,NHITS,NLinear,TiDE,TimeMixer,y
10_BEVERAGES,2017-06-29,2017-06-28,6.804617,6.8539257,6.8621464,6.7819033,6.511745329644728
10_BEVERAGES,2017-06-30,2017-06-28,6.89028,6.91662,6.9107065,6.891383,7.175489713624222
10_BEVERAGES,2017-07-01,2017-06-28,7.2997966,7.1979747,7.200673,7.2183642,7.53689712956617
10_BEVERAGES,2017-07-02,2017-06-28,7.3071146,7.1578074,7.166639,7.1736298,7.2682230211595655
10_BEVERAGES,2017-07-03,2017-06-28,7.063612,6.93375,6.924649,6.9703975,7.234177179749849
10_BEVERAGES,2017-07-04,2017-06-28,7.064147,6.939901,6.948545,6.979465,6.974478911025045
10_BEVERAGES,2017-07-05,2017-06-28,7.0379844,6.9066896,6.9035587,6.9054646,7.0707241072602764
10_BEVERAGES,2017-07-06,2017-06-28,6.9439673,6.869228,6.8708167,6.8467846,6.863803391452954
10_BEVERAGES,2017-07-07,2017-06-28,6.9960694,6.8965554,6.9125013,6.9597363,6.946013991099227
10_BEVERAGES,2017-07-08,2017-06-28,7.315541,7.1997666,7.2007275,7.233601,7.496097345175956
10_BEVERAGES,2017-07-09,2017-06-28,7.2955666,7.173008,7.1798515,7.1807594,7.226209010100671
10_BEVERAGES,2017-07-10,2017-06-28,7.000722,6.9193645,6.919134,6.90998,7.243512974665482
10_BEVERAGES,2017-07-11,2017-06-28,6.9211164,6.938273,6.935983,6.947019,7.074963197966044
10_BEVERAGES,2017-07-12,2017-06-28,6.8780437,6.9071393,6.9066706,6.931088,7.180069874302796
10_BEVERAGES,2017-07-13,2017-06-28,6.85139,6.877135,6.8768353,6.859617,7.111512116496157
10_BEVERAGES,2017-07-14,2017-06-28,6.929205,6.9223976,6.9209743,6.9421463,7.01301578963963
10_BEVERAGES,2017-07-15,2017-07-14,7.443665,7.3629146,7.369391,7.3150907,7.310550158534422
10_BEVERAGES,2017-07-16,2017-07-14,7.3060174,7.2581735,7.253475,7.131395,7.430114138561801
10_BEVERAGES,2017-07-17,2017-07-14,7.171399,7.153894,7.1469936,7.062437,7.1808311990445555
10_BEVERAGES,2017-07-18,2017-07-14,7.070375,7.0588865,7.0607824,6.9183683,7.102499355774649
10_BEVERAGES,2017-07-19,2017-07-14,7.0173874,7.034299,7.0519214,6.8862944,6.86484777797086
10_BEVERAGES,2017-07-20,2017-07-14,6.9733567,6.9835863,6.981848,6.842658,7.195937226475569
10_BEVERAGES,2017-07-21,2017-07-14,7.0415554,7.0547476,7.054104,6.913463,7.014814351275545
10_BEVERAGES,2017-07-22,2017-07-14,7.384577,7.3584423,7.353752,7.277848,7.145196134997171
10_BEVERAGES,2017-07-23,2017-07-14,7.24352,7.248679,7.236933,7.167046,7.145196134997171
10_BEVERAGES,2017-07-24,2017-07-14,7.115806,7.1104493,7.101359,7.048086,7.160069207596127
10_BEVERAGES,2017-07-25,2017-07-14,7.002294,7.0414,7.0338454,6.9275866,7.171656822768514
10_BEVERAGES,2017-07-26,2017-07-14,6.960561,7.0207167,7.0292125,6.9556427,6.687108607866515
10_BEVERAGES,2017-07-27,2017-07-14,6.9636903,6.946416,6.96906,6.896814,6.866933284461882
10_BEVERAGES,2017-07-28,2017-07-14,7.0557942,7.063467,7.0677676,6.9301167,7.387090235656757
10_BEVERAGES,2017-07-29,2017-07-14,7.420201,7.344695,7.34527,7.3001604,7.443663683115591
10_BEVERAGES,2017-07-30,2017-07-14,7.2926426,7.254534,7.250799,7.1745067,7.356918242356021
10_BEVERAGES,2017-07-31,2017-07-30,7.2021613,7.232889,7.230096,7.2341204,7.166265974133638
10_BEVERAGES,2017-08-01,2017-07-30,7.1188397,7.110943,7.1192446,7.123188,7.519692404116539
10_BEVERAGES,2017-08-02,2017-07-30,7.053763,6.9448476,6.960704,7.0666738,7.1316985104669115
10_BEVERAGES,2017-08-03,2017-07-30,6.9801855,7.0223174,7.01207,7.054106,7.358830898342354
10_BEVERAGES,2017-08-04,2017-07-30,7.121928,7.1442413,7.164967,7.158949,7.413970290190444
10_BEVERAGES,2017-08-05,2017-07-30,7.372766,7.328555,7.3261137,7.3456383,7.506591780070841
10_BEVERAGES,2017-08-06,2017-07-30,7.2711024,7.2796893,7.2752385,7.2341166,7.421775793644647
10_BEVERAGES,2017-08-07,2017-07-30,7.139798,7.194217,7.196157,7.187782,7.2399325913204695
10_BEVERAGES,2017-08-08,2017-07-30,7.066218,7.083233,7.0979915,7.097297,7.3727463664043285
10_BEVERAGES,2017-08-09,2017-07-30,7.0196,6.9536924,6.9655843,7.03175,7.080867896690782
10_BEVERAGES,2017-08-10,2017-07-30,6.995641,6.997623,6.9985247,7.0087066,7.424761761823209
10_BEVERAGES,2017-08-11,2017-07-30,7.143098,7.182098,7.181345,7.1507864,7.286191714702382
10_BEVERAGES,2017-08-12,2017-07-30,7.3920703,7.326865,7.3396864,7.368482,7.195187320178709
10_BEVERAGES,2017-08-13,2017-07-30,7.30263,7.2970166,7.297611,7.3028884,7.3310603052186325
10_BEVERAGES,2017-08-14,2017-07-30,7.185155,7.2162657,7.2163258,7.2361846,7.029972911706386
10_BEVERAGES,2017-08-15,2017-07-30,7.1075106,7.10662,7.11212,7.1471033,7.3833681469923835
10_GROCERY I,2017-06-29,2017-06-28,7.620304,7.625333,7.6284595,7.633932,7.569411792450712
10_GROCERY I,2017-06-30,2017-06-28,7.705584,7.6826367,7.6695604,7.7444587,7.813591552952433
10_GROCERY I,2017-07-01,2017-06-28,8.034553,7.9313912,7.9312453,7.9776745,8.282483003730562
10_GROCERY I,2017-07-02,2017-06-28,8.018764,7.8640103,7.8769474,7.9624887,8.238536930171769
10_GROCERY I,2017-07-03,2017-06-28,7.8764653,7.768273,7.7610397,7.8261075,8.1886891244442
10_GROCERY I,2017-07-04,2017-06-28,7.8410096,7.734594,7.738165,7.8512735,7.952615111650999
10_GROCERY I,2017-07-05,2017-06-28,7.7984076,7.6799145,7.6849546,7.7690434,7.806696372521179
10_GROCERY I,2017-07-06,2017-06-28,7.6880608,7.6767607,7.673776,7.7627378,7.8434564043761155
10_GROCERY I,2017-07-07,2017-06-28,7.716296,7.7034707,7.700865,7.8014092,7.703007682479236
10_GROCERY I,2017-07-08,2017-06-28,7.965771,7.9396214,7.936853,7.977832,7.992944547318106
10_GROCERY I,2017-07-09,2017-06-28,7.9408484,7.888764,7.8954816,7.9437046,7.893198869544609
10_GROCERY I,2017-07-10,2017-06-28,7.784546,7.7683835,7.772896,7.7875605,7.759187438507795
10_GROCERY I,2017-07-11,2017-06-28,7.725285,7.754652,7.7461476,7.8147163,7.835183755266748
10_GROCERY I,2017-07-12,2017-06-28,7.6977963,7.687454,7.689334,7.799477,7.667158255319148
10_GROCERY I,2017-07-13,2017-06-28,7.6414275,7.6775947,7.6774297,7.6930375,7.621195162809845
10_GROCERY I,2017-07-14,2017-06-28,7.6878624,7.719531,7.7151957,7.7551045,7.256297239690681
10_GROCERY I,2017-07-15,2017-07-14,7.864886,7.8369193,7.84005,7.8645325,7.829630389150193
10_GROCERY I,2017-07-16,2017-07-14,7.8497047,7.867501,7.8684516,7.8517065,7.982074875081202
10_GROCERY I,2017-07-17,2017-07-14,7.7491274,7.813278,7.808641,7.7784953,7.801800401908972
10_GROCERY I,2017-07-18,2017-07-14,7.6890783,7.7718964,7.7729874,7.7666707,7.695757990554761
10_GROCERY I,2017-07-19,2017-07-14,7.576649,7.676276,7.6838713,7.6368504,7.640603826393634
10_GROCERY I,2017-07-20,2017-07-14,7.6113906,7.6639943,7.657918,7.643296,7.635786861395585
10_GROCERY I,2017-07-21,2017-07-14,7.548099,7.5667853,7.579893,7.5840406,7.555905093611346
10_GROCERY I,2017-07-22,2017-07-14,7.884197,7.9314146,7.9281745,7.878807,7.846980982138788
10_GROCERY I,2017-07-23,2017-07-14,7.8228517,7.9048524,7.910722,7.8606553,7.852050207265889
10_GROCERY I,2017-07-24,2017-07-14,7.736005,7.8054147,7.800751,7.7789006,7.7501841622578365
10_GROCERY I,2017-07-25,2017-07-14,7.650671,7.7578945,7.752523,7.7510757,7.737616282857904
10_GROCERY I,2017-07-26,2017-07-14,7.526086,7.655227,7.6519337,7.6440296,7.324489979348532
10_GROCERY I,2017-07-27,2017-07-14,7.5834713,7.639158,7.6369047,7.638792,7.541683099882111
10_GROCERY I,2017-07-28,2017-07-14,7.5516896,7.5612063,7.567832,7.578258,7.703007682479236
10_GROCERY I,2017-07-29,2017-07-14,7.9029264,7.927167,7.929374,7.893739,8.135346948906706
10_GROCERY I,2017-07-30,2017-07-14,7.8876905,7.9368405,7.9323025,7.9030933,7.904703913873747
10_GROCERY I,2017-07-31,2017-07-30,7.806906,7.8363833,7.8364825,7.828662,8.08271113423758
10_GROCERY I,2017-08-01,2017-07-30,7.7879143,7.7543225,7.7591853,7.793768,8.046869510959576
10_GROCERY I,2017-08-02,2017-07-30,7.7174454,7.6000886,7.6131916,7.6743946,8.038834757787749
10_GROCERY I,2017-08-03,2017-07-30,7.6914763,7.638613,7.6388903,7.682751,8.092239406724211
10_GROCERY I,2017-08-04,2017-07-30,7.681064,7.65301,7.6732116,7.6639695,7.984121958702927
10_GROCERY I,2017-08-05,2017-07-30,8.032967,7.941856,7.934738,7.931307,8.14002395246292
10_GROCERY I,2017-08-06,2017-07-30,7.9533687,7.89979,7.9045625,7.9071884,8.167919362957816
10_GROCERY I,2017-08-07,2017-07-30,7.7822485,7.812924,7.8123255,7.813071,7.999007213243955
10_GROCERY I,2017-08-08,2017-07-30,7.716581,7.7495317,7.746594,7.7329383,8.020927718981577
10_GROCERY I,2017-08-09,2017-07-30,7.601091,7.5835757,7.5941243,7.6621013,7.8156105320351905
10_GROCERY I,2017-08-10,2017-07-30,7.615729,7.617681,7.616663,7.634135,7.744569809354496
10_GROCERY I,2017-08-11,2017-07-30,7.6297617,7.6487308,7.644232,7.6466174,7.762170607138205
10_GROCERY I,2017-08-12,2017-07-30,7.9832153,7.9109693,7.9292016,7.953341,7.874739125171811
10_GROCERY I,2017-08-13,2017-07-30,7.9163556,7.9024887,7.9029355,7.9582477,7.949797216161852
10_GROCERY I,2017-08-14,2017-07-30,7.7642493,7.8324065,7.825505,7.8399506,7.873217054862741
10_GROCERY I,2017-08-15,2017-07-30,7.7210426,7.753847,7.7567635,7.746376,7.893572073504902
10_SCHOOL AND OFFICE SUPPLIES,2017-06-29,2017-06-28,0.0055526695,-0.009674393,-0.012231549,8.3012e-05,0.0
