unique_id,ds,cutoff,FEDformer,Autoformer,PatchTST,iTransformer,Informer,VanillaTransformer,y
10_BEVERAGES,2017-06-29,2017-06-28,,6.9086237,6.8528776,6.76908,6.8792152,6.8340626,6.511745329644728
10_BEVERAGES,2017-06-30,2017-06-28,,6.904123,6.9563684,6.8772717,6.8776464,6.973873,7.175489713624222
10_BEVERAGES,2017-07-01,2017-06-28,,7.222129,7.267463,7.2813497,7.1955156,7.264217,7.53689712956617
10_BEVERAGES,2017-07-02,2017-06-28,,7.394563,7.2433753,7.2379146,7.1571054,7.2584767,7.2682230211595655
10_BEVERAGES,2017-07-03,2017-06-28,,7.1426253,7.007337,6.9985266,6.977841,7.0362387,7.234177179749849
10_BEVERAGES,2017-07-04,2017-06-28,,7.027479,7.0125,6.9980025,6.968587,6.952088,6.974478911025045
10_BEVERAGES,2017-07-05,2017-06-28,,6.9360714,6.995613,6.8933473,6.9761696,6.9159646,7.0707241072602764
10_BEVERAGES,2017-07-06,2017-06-28,,6.8781013,6.929943,6.8227015,6.967589,6.883643,6.863803391452954
10_BEVERAGES,2017-07-07,2017-06-28,,6.918433,6.9851747,6.902233,6.98952,6.9911013,6.946013991099227
10_BEVERAGES,2017-07-08,2017-06-28,,7.352422,7.2785015,7.283643,7.1651745,7.297458,7.496097345175956
10_BEVERAGES,2017-07-09,2017-06-28,,7.397075,7.238504,7.124625,7.221919,7.2942586,7.226209010100671
10_BEVERAGES,2017-07-10,2017-06-28,,7.0119605,6.987654,6.8611317,7.0517883,7.0289316,7.243512974665481
10_BEVERAGES,2017-07-11,2017-06-28,,6.9560285,6.9786277,6.9037914,7.023679,6.954518,7.074963197966043
10_BEVERAGES,2017-07-12,2017-06-28,,6.9483824,6.915979,6.827989,6.881269,6.9194293,7.180069874302796
10_BEVERAGES,2017-07-13,2017-06-28,,6.919991,6.8785324,6.785014,6.9871883,6.8834915,7.111512116496156
10_BEVERAGES,2017-07-14,2017-06-28,,7.023334,6.9556656,6.8368626,6.9787416,6.9953747,7.0130157896396295
10_BEVERAGES,2017-07-15,2017-07-14,,7.211784,7.3917356,7.3811717,7.3631206,7.3717103,7.310550158534422
10_BEVERAGES,2017-07-16,2017-07-14,,7.144564,7.2776875,7.1882763,7.252189,7.252503,7.430114138561801
10_BEVERAGES,2017-07-17,2017-07-14,,7.0325866,7.0908413,7.036736,6.973309,7.095129,7.1808311990445555
10_BEVERAGES,2017-07-18,2017-07-14,,7.0183334,7.01678,6.9726624,7.0203075,7.0262046,7.102499355774649
10_BEVERAGES,2017-07-19,2017-07-14,,6.96054,6.981103,6.8671374,7.0965776,6.9779024,6.86484777797086
10_BEVERAGES,2017-07-20,2017-07-14,,6.902723,6.9110985,6.819023,7.0292587,6.9463706,7.195937226475569
10_BEVERAGES,2017-07-21,2017-07-14,,7.0478396,7.004479,6.9658446,7.176852,7.1720157,7.014814351275545
10_BEVERAGES,2017-07-22,2017-07-14,,7.3025694,7.341967,7.381553,7.289471,7.4042425,7.145196134997171
10_BEVERAGES,2017-07-23,2017-07-14,,7.189825,7.203811,7.2350025,7.327357,7.2453527,7.145196134997171
10_BEVERAGES,2017-07-24,2017-07-14,,7.0297885,7.0308847,6.9392385,7.17394,7.081173,7.160069207596126
10_BEVERAGES,2017-07-25,2017-07-14,,6.9970565,6.974958,6.8705034,7.028085,7.0163875,7.171656822768514
10_BEVERAGES,2017-07-26,2017-07-14,,6.9767184,6.9376097,6.860123,7.141242,6.9650264,6.687108607866514
10_BEVERAGES,2017-07-27,2017-07-14,,6.956129,6.8880005,6.765849,6.9451485,6.932436,6.866933284461882
10_BEVERAGES,2017-07-28,2017-07-14,,7.0489373,7.0203094,6.881242,7.1378694,7.138695,7.387090235656757
10_BEVERAGES,2017-07-29,2017-07-14,,7.156523,7.3589306,7.312011,7.1941695,7.38774,7.443663683115591
10_BEVERAGES,2017-07-30,2017-07-14,,7.0722165,7.2612023,7.195772,7.2962093,7.1525283,7.356918242356021
10_BEVERAGES,2017-07-31,2017-07-30,,7.1961775,7.206569,7.2003274,7.213003,7.1677895,7.166265974133638
10_BEVERAGES,2017-08-01,2017-07-30,,7.110804,7.1263113,7.1525187,7.104824,7.080814,7.5196924041165385
10_BEVERAGES,2017-08-02,2017-07-30,,7.0701056,7.064646,7.1291122,7.1022277,7.051895,7.131698510466911
10_BEVERAGES,2017-08-03,2017-07-30,,7.085392,7.048387,7.0701675,7.065561,7.018895,7.358830898342354
10_BEVERAGES,2017-08-04,2017-07-30,,7.102948,7.1332,7.1544843,7.121462,7.090325,7.413970290190444
10_BEVERAGES,2017-08-05,2017-07-30,,7.2081375,7.3497314,7.350579,7.2964253,7.353267,7.506591780070841
10_BEVERAGES,2017-08-06,2017-07-30,,7.2618575,7.309007,7.2800393,7.196955,7.355211,7.421775793644647
10_BEVERAGES,2017-08-07,2017-07-30,,7.1835113,7.157341,7.1549067,7.1928244,7.1499743,7.239932591320469
10_BEVERAGES,2017-08-08,2017-07-30,,7.13894,7.110083,7.131441,7.169062,7.0781283,7.3727463664043285
10_BEVERAGES,2017-08-09,2017-07-30,,7.0667353,7.0512857,7.102942,7.014519,7.040103,7.080867896690782
10_BEVERAGES,2017-08-10,2017-07-30,,7.063497,7.0571227,7.0531664,7.0660496,7.010012,7.424761761823208
10_BEVERAGES,2017-08-11,2017-07-30,,7.184332,7.1576753,7.1731334,7.1251755,7.1019015,7.286191714702382
10_BEVERAGES,2017-08-12,2017-07-30,,7.2905045,7.374831,7.389643,7.2989287,7.387959,7.195187320178708
10_BEVERAGES,2017-08-13,2017-07-30,,7.225434,7.345625,7.320592,7.219363,7.3883266,7.3310603052186325
10_BEVERAGES,2017-08-14,2017-07-30,,7.1678667,7.2122183,7.2781615,7.20854,7.149049,7.029972911706386
10_BEVERAGES,2017-08-15,2017-07-30,,7.1400533,7.120902,7.170638,7.1597266,7.072408,7.383368146992383
10_GROCERY I,2017-06-29,2017-06-28,,7.713808,7.626998,7.653144,7.607494,7.6783023,7.569411792450711
10_GROCERY I,2017-06-30,2017-06-28,,7.728891,7.7029443,7.770549,7.6885676,7.744118,7.813591552952433
10_GROCERY I,2017-07-01,2017-06-28,,7.948878,7.957105,8.01252,7.846036,7.9472895,8.282483003730562
10_GROCERY I,2017-07-02,2017-06-28,,8.042654,7.8916473,7.933237,7.873152,7.95764,8.238536930171769
10_GROCERY I,2017-07-03,2017-06-28,,7.9122324,7.7939324,7.8573008,7.687948,7.8243055,8.1886891244442
10_GROCERY I,2017-07-04,2017-06-28,,7.8133016,7.7608366,7.8271055,7.7486224,7.75805,7.952615111650999
10_GROCERY I,2017-07-05,2017-06-28,,7.782208,7.6941376,7.7583613,7.697163,7.7255735,7.806696372521179
10_GROCERY I,2017-07-06,2017-06-28,,7.719614,7.6835027,7.7255144,7.632173,7.7082024,7.8434564043761155
10_GROCERY I,2017-07-07,2017-06-28,,7.7180915,7.6912975,7.806528,7.7285113,7.7626243,7.703007682479236
10_GROCERY I,2017-07-08,2017-06-28,,8.069425,7.9359455,8.00546,7.8354077,7.9783072,7.992944547318106
10_GROCERY I,2017-07-09,2017-06-28,,8.157042,7.8608503,7.8957834,7.8364964,7.991466,7.893198869544609
10_GROCERY I,2017-07-10,2017-06-28,,7.877588,7.7504606,7.7501144,7.7995863,7.8323846,7.759187438507795
10_GROCERY I,2017-07-11,2017-06-28,,7.807732,7.7339683,7.739063,7.717097,7.765545,7.835183755266748
10_GROCERY I,2017-07-12,2017-06-28,,7.7658834,7.6458325,7.681897,7.6838684,7.728147,7.667158255319148
10_GROCERY I,2017-07-13,2017-06-28,,7.7570724,7.6321864,7.6614428,7.7271266,7.700815,7.621195162809845
10_GROCERY I,2017-07-14,2017-06-28,,7.81484,7.6820397,7.7821355,7.7077255,7.7250338,7.25629723969068
10_GROCERY I,2017-07-15,2017-07-14,,7.8717494,7.9209833,7.866131,7.6947165,7.7358127,7.829630389150193
10_GROCERY I,2017-07-16,2017-07-14,,7.8662124,7.9082193,7.892721,8.049542,7.943212,7.982074875081202
10_GROCERY I,2017-07-17,2017-07-14,,7.768498,7.7977834,7.7579913,7.6875267,7.772241,7.801800401908972
10_GROCERY I,2017-07-18,2017-07-14,,7.7505236,7.735776,7.71067,7.7029195,7.688033,7.695757990554761
10_GROCERY I,2017-07-19,2017-07-14,,7.692753,7.6517954,7.5375915,7.6954355,7.629797,7.640603826393634
10_GROCERY I,2017-07-20,2017-07-14,,7.656393,7.655919,7.6161165,7.6539845,7.597035,7.635786861395584
10_GROCERY I,2017-07-21,2017-07-14,,7.7009735,7.584497,7.554937,7.6970725,7.5876,7.555905093611346
10_GROCERY I,2017-07-22,2017-07-14,,7.9235835,7.9106336,7.82315,7.867039,7.9245543,7.8469809821387875
10_GROCERY I,2017-07-23,2017-07-14,,7.8991,7.8189898,7.844363,7.7795773,7.953738,7.852050207265889
10_GROCERY I,2017-07-24,2017-07-14,,7.84082,7.7370396,7.712919,7.9745817,7.764804,7.7501841622578365
10_GROCERY I,2017-07-25,2017-07-14,,7.753581,7.658606,7.6205673,7.63751,7.696221,7.737616282857904
10_GROCERY I,2017-07-26,2017-07-14,,7.6771913,7.5802736,7.5435467,7.6830125,7.6400747,7.324489979348532
10_GROCERY I,2017-07-27,2017-07-14,,7.6688776,7.589984,7.5615163,7.659932,7.606914,7.5416830998821105
10_GROCERY I,2017-07-28,2017-07-14,,7.6640687,7.583787,7.5232406,7.6971292,7.6017237,7.703007682479236
10_GROCERY I,2017-07-29,2017-07-14,,7.8667336,7.8972974,7.7668643,7.698959,7.9236298,8.135346948906706
10_GROCERY I,2017-07-30,2017-07-14,,7.853229,7.8913774,7.8799205,8.02699,7.935871,7.904703913873746
10_GROCERY I,2017-07-31,2017-07-30,,7.8993363,7.842081,7.8327174,7.8849764,7.8379364,8.08271113423758
10_GROCERY I,2017-08-01,2017-07-30,,7.754996,7.781744,7.787267,7.8140416,7.6962194,8.046869510959576
10_GROCERY I,2017-08-02,2017-07-30,,7.7099204,7.7054434,7.7681303,7.656662,7.6590805,8.038834757787749
10_GROCERY I,2017-08-03,2017-07-30,,7.707247,7.6948214,7.7542124,7.7337055,7.626089,8.092239406724211
10_GROCERY I,2017-08-04,2017-07-30,,7.668904,7.712612,7.7348404,7.712267,7.7028117,7.984121958702927
10_GROCERY I,2017-08-05,2017-07-30,,7.828303,7.9785013,7.973513,7.8696527,7.978248,8.14002395246292
10_GROCERY I,2017-08-06,2017-07-30,,7.969954,7.9391737,7.9696574,7.873094,8.021972,8.167919362957814
10_GROCERY I,2017-08-07,2017-07-30,,7.8677554,7.7992263,7.837665,7.908055,7.8275166,7.999007213243954
10_GROCERY I,2017-08-08,2017-07-30,,7.756693,7.7401137,7.8011904,7.6980443,7.6935496,8.020927718981577
10_GROCERY I,2017-08-09,2017-07-30,,7.677212,7.6489215,7.70621,7.750547,7.6485434,7.8156105320351905
10_GROCERY I,2017-08-10,2017-07-30,,7.6833405,7.6490965,7.669008,7.647113,7.6144485,7.744569809354495
10_GROCERY I,2017-08-11,2017-07-30,,7.7033997,7.660246,7.658247,7.708686,7.706787,7.762170607138204
10_GROCERY I,2017-08-12,2017-07-30,,7.904234,7.9518595,7.9344707,7.8998017,7.979608,7.87473912517181
10_GROCERY I,2017-08-13,2017-07-30,,7.97162,7.92764,7.9327807,7.852276,8.026887,7.949797216161852
10_GROCERY I,2017-08-14,2017-07-30,,7.8476458,7.8303404,7.8920255,7.85194,7.7945647,7.873217054862741
10_GROCERY I,2017-08-15,2017-07-30,,7.772752,7.759619,7.8037567,7.8346605,7.702862,7.893572073504902
10_SCHOOL AND OFFICE SUPPLIES,2017-06-29,2017-06-28,,-0.015859455,0.00021288134,0.00066099036,-0.037936,0.012077089,0.0
10_SCHOOL AND OFFICE SUPPLIES,2017-06-30,2017-06-28,,-0.015859455,0.00024172918,0.00046930622,-0.047361013,-0.01388341,0.0
10_SCHOOL AND OFFICE SUPPLIES,2017-07-01,2017-06-28,,-0.015859455,0.00025315472,0.0016305008,-0.07748771,-0.021849139,0.0
10_SCHOOL AND OFFICE SUPPLIES,2017-07-02,2017-06-28,,-0.015859455,0.0002734193,0.00042428082,-0.10504299,-0.02090781,0.0
10_SCHOOL AND OFFICE SUPPLIES,2017-07-03,2017-06-28,,-0.015859455,0.00022145128,0.00046497103,-0.12488979,-0.015512876,0.0
10_SCHOOL AND OFFICE SUPPLIES,2017-07-04,2017-06-28,,-0.015859455,0.00023860387,0.0012864445,-0.079744145,-0.008896672,0.0
10_SCHOOL AND OFFICE SUPPLIES,2017-07-05,2017-06-28,,-0.015859455,0.00011594898,0.00017810133,-0.02299397,-0.005824482,0.0
10_SCHOOL AND OFFICE SUPPLIES,2017-07-06,2017-06-28,,-0.015859455,0.00023090515,0.0011002156,-0.11163515,-0.00627601,0.0
10_SCHOOL AND OFFICE SUPPLIES,2017-07-07,2017-06-28,,-0.015859455,0.00019355366,0.0009873288,-0.10533153,-0.005740529,0.0
10_SCHOOL AND OFFICE SUPPLIES,2017-07-08,2017-06-28,,-0.015859455,0.00012589272,0.00080218696,-0.09307265,-0.004201871,0.0
10_SCHOOL AND OFFICE SUPPLIES,2017-07-09,2017-06-28,,-0.015859455,0.000107825086,2.3979597e-05,-0.08965974,-0.002421359,0.0
10_SCHOOL AND OFFICE SUPPLIES,2017-07-10,2017-06-28,,-0.015859455,7.5856544e-05,0.00031833578,-0.013741525,0.0032184825,0.0
10_SCHOOL AND OFFICE SUPPLIES,2017-07-11,2017-06-28,,-0.015859455,9.865501e-05,0.00086940743,-0.103565015,0.011366557,0.0
10_SCHOOL AND OFFICE SUPPLIES,2017-07-12,2017-06-28,,-0.015859455,-4.2025877e-05,-0.0005332806,-0.07354625,0.014322362,0.0
10_SCHOOL AND OFFICE SUPPLIES,2017-07-13,2017-06-28,,-0.015859425,9.519814e-05,0.0004297679,-0.055993278,0.013127913,0.0
10_SCHOOL AND OFFICE SUPPLIES,2017-07-14,2017-06-28,,-0.015859433,8.455714e-05,0.0006388913,-0.056241486,0.023379318,0.0
10_SCHOOL AND OFFICE SUPPLIES,2017-07-15,2017-07-14,,-0.015859455,0.00021288134,0.00066099036,-0.037936,0.012077089,0.0
10_SCHOOL AND OFFICE SUPPLIES,2017-07-16,2017-07-14,,-0.015859455,0.00024172918,0.00046930622,-0.047361013,-0.01388341,0.0
10_SCHOOL AND OFFICE SUPPLIES,2017-07-17,2017-07-14,,-0.015859455,0.00025315472,0.0016305008,-0.07748771,-0.021849139,0.0
10_SCHOOL AND OFFICE SUPPLIES,2017-07-18,2017-07-14,,-0.015859455,0.0002734193,0.00042428082,-0.10504299,-0.02090781,0.0
10_SCHOOL AND OFFICE SUPPLIES,2017-07-19,2017-07-14,,-0.015859455,0.00022145128,0.00046497103,-0.12488979,-0.015512876,0.0
10_SCHOOL AND OFFICE SUPPLIES,2017-07-20,2017-07-14,,-0.015859455,0.00023860387,0.0012864445,-0.079744145,-0.008896672,0.0
10_SCHOOL AND OFFICE SUPPLIES,2017-07-21,2017-07-14,,-0.015859455,0.00011594898,0.00017810133,-0.02299397,-0.005824482,0.0
10_SCHOOL AND OFFICE SUPPLIES,2017-07-22,2017-07-14,,-0.015859455,0.00023090515,0.0011002156,-0.11163515,-0.00627601,0.0
10_SCHOOL AND OFFICE SUPPLIES,2017-07-23,2017-07-14,,-0.015859455,0.00019355366,0.0009873288,-0.10533153,-0.005740529,0.0
10_SCHOOL AND OFFICE SUPPLIES,2017-07-24,2017-07-14,,-0.015859455,0.00012589272,0.00080218696,-0.09307265,-0.004201871,0.0
10_SCHOOL AND OFFICE SUPPLIES,2017-07-25,2017-07-14,,-0.015859455,0.000107825086,2.3979597e-05,-0.08965974,-0.002421359,0.0
10_SCHOOL AND OFFICE SUPPLIES,2017-07-26,2017-07-14,,-0.015859455,7.5856544e-05,0.00031833578,-0.013741525,0.0032184825,0.0
10_SCHOOL AND OFFICE SUPPLIES,2017-07-27,2017-07-14,,-0.015859455,9.865501e-05,0.00086940743,-0.103565015,0.011366557,0.0
10_SCHOOL AND OFFICE SUPPLIES,2017-07-28,2017-07-14,,-0.015859455,-4.2025877e-05,-0.0005332806,-0.07354625,0.014322362,0.0
10_SCHOOL AND OFFICE SUPPLIES,2017-07-29,2017-07-14,,-0.015859425,9.519814e-05,0.0004297679,-0.055993278,0.013127913,0.0
10_SCHOOL AND OFFICE SUPPLIES,2017-07-30,2017-07-14,,-0.015859433,8.455714e-05,0.0006388913,-0.056241486,0.023379318,0.0
10_SCHOOL AND OFFICE SUPPLIES,2017-07-31,2017-07-30,,-0.015859455,0.00021288134,0.00066099036,-0.037936,0.012077089,0.0
10_SCHOOL AND OFFICE SUPPLIES,2017-08-01,2017-07-30,,-0.015859455,0.00024172918,0.00046930622,-0.047361013,-0.01388341,0.0
10_SCHOOL AND OFFICE SUPPLIES,2017-08-02,2017-07-30,,-0.015859455,0.00025315472,0.0016305008,-0.07748771,-0.021849139,0.0
10_SCHOOL AND OFFICE SUPPLIES,2017-08-03,2017-07-30,,-0.015859455,0.0002734193,0.00042428082,-0.10504299,-0.02090781,0.0
10_SCHOOL AND OFFICE SUPPLIES,2017-08-04,2017-07-30,,-0.015859455,0.00022145128,0.00046497103,-0.12488979,-0.015512876,0.0
10_SCHOOL AND OFFICE SUPPLIES,2017-08-05,2017-07-30,,-0.015859455,0.00023860387,0.0012864445,-0.079744145,-0.008896672,0.0
10_SCHOOL AND OFFICE SUPPLIES,2017-08-06,2017-07-30,,-0.015859455,0.00011594898,0.00017810133,-0.02299397,-0.005824482,0.0
10_SCHOOL AND OFFICE SUPPLIES,2017-08-07,2017-07-30,,-0.015859455,0.00023090515,0.0011002156,-0.11163515,-0.00627601,0.0
10_SCHOOL AND OFFICE SUPPLIES,2017-08-08,2017-07-30,,-0.015859455,0.00019355366,0.0009873288,-0.10533153,-0.005740529,1.6094379124341003
10_SCHOOL AND OFFICE SUPPLIES,2017-08-09,2017-07-30,,-0.015859455,0.00012589272,0.00080218696,-0.09307265,-0.004201871,0.0
10_SCHOOL AND OFFICE SUPPLIES,2017-08-10,2017-07-30,,-0.015859455,0.000107825086,2.3979597e-05,-0.08965974,-0.002421359,0.0
10_SCHOOL AND OFFICE SUPPLIES,2017-08-11,2017-07-30,,-0.015859455,7.5856544e-05,0.00031833578,-0.013741525,0.0032184825,0.0
10_SCHOOL AND OFFICE SUPPLIES,2017-08-12,2017-07-30,,-0.015859455,9.865501e-05,0.00086940743,-0.103565015,0.011366557,2.3025850929940455
10_SCHOOL AND OFFICE SUPPLIES,2017-08-13,2017-07-30,,-0.015859455,-4.2025877e-05,-0.0005332806,-0.07354625,0.014322362,1.3862943611198906
