unique_id,ds,cutoff,FEDformer,Autoformer,PatchTST,iTransformer,Informer,VanillaTransformer,y
10_BEVERAGES,2017-06-29,2017-06-28,,6.9009123,6.8496966,6.714113,6.8924546,6.830219,6.511745329644728
10_BEVERAGES,2017-06-30,2017-06-28,,6.9047675,6.957313,6.8507743,6.9040375,6.969435,7.175489713624222
10_BEVERAGES,2017-07-01,2017-06-28,,7.2480927,7.2468696,7.2479544,7.2132277,7.2483354,7.53689712956617
10_BEVERAGES,2017-07-02,2017-06-28,,7.4168415,7.2264304,7.234496,7.151776,7.2622857,7.2682230211595655
10_BEVERAGES,2017-07-03,2017-06-28,,7.1333823,6.989717,6.9454217,7.004103,7.0430408,7.234177179749849
10_BEVERAGES,2017-07-04,2017-06-28,,7.012448,6.999158,6.9351664,6.985679,6.9456053,6.974478911025045
10_BEVERAGES,2017-07-05,2017-06-28,,6.9272566,6.974151,6.918331,6.99555,6.9102335,7.0707241072602764
10_BEVERAGES,2017-07-06,2017-06-28,,6.8672924,6.9222755,6.837348,6.9599166,6.8766637,6.863803391452954
10_BEVERAGES,2017-07-07,2017-06-28,,6.9175997,6.9813476,6.89679,6.993149,6.9869814,6.946013991099227
10_BEVERAGES,2017-07-08,2017-06-28,,7.3899918,7.2574244,7.221309,7.1823087,7.286274,7.496097345175956
10_BEVERAGES,2017-07-09,2017-06-28,,7.4312325,7.2246456,7.0798492,7.2466307,7.305418,7.226209010100671
10_BEVERAGES,2017-07-10,2017-06-28,,7.000909,6.986558,6.853245,7.053784,7.0446444,7.243512974665481
10_BEVERAGES,2017-07-11,2017-06-28,,6.940924,6.980146,6.8109818,7.0337763,6.9545174,7.074963197966043
10_BEVERAGES,2017-07-12,2017-06-28,,6.9361944,6.9165077,6.87231,6.953307,6.918029,7.180069874302796
10_BEVERAGES,2017-07-13,2017-06-28,,6.909717,6.882338,6.7574234,7.0017424,6.8792033,7.111512116496156
10_BEVERAGES,2017-07-14,2017-06-28,,7.0116744,6.9595175,6.875039,6.964338,6.977661,7.0130157896396295
10_BEVERAGES,2017-07-15,2017-07-14,,7.19805,7.382432,7.391213,7.372213,7.3607497,7.310550158534422
10_BEVERAGES,2017-07-16,2017-07-14,,7.1084394,7.2692423,7.212275,7.355103,7.2587,7.430114138561801
10_BEVERAGES,2017-07-17,2017-07-14,,7.010125,7.077122,7.074845,7.0968623,7.1013064,7.1808311990445555
10_BEVERAGES,2017-07-18,2017-07-14,,7.0065303,7.0172853,6.9435735,7.0291986,7.0260463,7.102499355774649
10_BEVERAGES,2017-07-19,2017-07-14,,6.9368343,6.9872046,6.890314,7.105842,6.9766884,6.86484777797086
10_BEVERAGES,2017-07-20,2017-07-14,,6.9022017,6.9148827,6.818383,7.037819,6.9446154,7.195937226475569
10_BEVERAGES,2017-07-21,2017-07-14,,7.09714,7.009497,6.943623,7.1877904,7.1753554,7.014814351275545
10_BEVERAGES,2017-07-22,2017-07-14,,7.343438,7.339244,7.355341,7.300301,7.4022985,7.145196134997171
10_BEVERAGES,2017-07-23,2017-07-14,,7.1446834,7.206109,7.277279,7.297669,7.267429,7.145196134997171
10_BEVERAGES,2017-07-24,2017-07-14,,6.998148,7.0292916,6.9811406,7.2534676,7.089146,7.160069207596126
10_BEVERAGES,2017-07-25,2017-07-14,,6.977,6.9842496,6.8628707,7.080282,7.019089,7.171656822768514
10_BEVERAGES,2017-07-26,2017-07-14,,6.956307,6.9508395,6.9128923,7.144128,6.967206,6.687108607866514
10_BEVERAGES,2017-07-27,2017-07-14,,6.965237,6.8950615,6.791047,6.954335,6.935412,6.866933284461882
10_BEVERAGES,2017-07-28,2017-07-14,,7.0776978,7.0240393,6.866963,7.0902886,7.1374736,7.387090235656757
10_BEVERAGES,2017-07-29,2017-07-14,,7.183683,7.3538094,7.30537,7.200585,7.3869643,7.443663683115591
10_BEVERAGES,2017-07-30,2017-07-14,,7.0516834,7.260525,7.2464724,7.23664,7.1686,7.356918242356021
10_BEVERAGES,2017-07-31,2017-07-30,,7.199146,7.196266,7.191727,7.2056103,7.1711674,7.166265974133638
10_BEVERAGES,2017-08-01,2017-07-30,,7.1125307,7.118202,7.125207,7.1134753,7.0741196,7.5196924041165385
10_BEVERAGES,2017-08-02,2017-07-30,,7.058146,7.063902,7.098039,7.1132617,7.046919,7.131698510466911
10_BEVERAGES,2017-08-03,2017-07-30,,7.0516944,7.0359406,7.0709763,7.1105256,7.0162735,7.358830898342354
10_BEVERAGES,2017-08-04,2017-07-30,,7.104405,7.1326227,7.1817656,7.1459756,7.0672646,7.413970290190444
10_BEVERAGES,2017-08-05,2017-07-30,,7.240787,7.3433437,7.3358574,7.289823,7.3468986,7.506591780070841
10_BEVERAGES,2017-08-06,2017-07-30,,7.295555,7.309146,7.252803,7.1818385,7.3491793,7.421775793644647
10_BEVERAGES,2017-08-07,2017-07-30,,7.1968465,7.1496525,7.148361,7.18817,7.1448493,7.239932591320469
10_BEVERAGES,2017-08-08,2017-07-30,,7.119876,7.1116905,7.143346,7.164433,7.0712795,7.3727463664043285
10_BEVERAGES,2017-08-09,2017-07-30,,7.0506554,7.0540257,7.1195054,7.0752425,7.0393786,7.080867896690782
10_BEVERAGES,2017-08-10,2017-07-30,,7.040308,7.0482554,7.0644255,7.0657353,7.013458,7.424761761823208
